qubits,layers,differentiation,seed,workload,execution_backend,parameters,method,epoch,training_loss,epoch_seconds
2,1,adjoint,7,iris,torch-cpu,2,Sequential,1,0.49215917395228437,0.04547037114389241
2,1,adjoint,7,iris,torch-cpu,2,Sequential,2,0.49215917395228437,0.03310478595085442
2,1,adjoint,7,iris,torch-cpu,2,QuSim-Sed,1,0.49215917395228437,0.03202276397496462
2,1,adjoint,7,iris,torch-cpu,2,QuSim-Sed,2,0.49215917395228437,0.03273048507981002
