qubits,layers,differentiation,seed,workload,execution_backend,parameters,method,epoch,training_loss,epoch_seconds
2,1,adjoint,7,iris,torch-cpu,2,Sequential,1,0.49215917395228437,0.040301171131432056
2,1,adjoint,7,iris,torch-cpu,2,Sequential,2,0.49215917395228437,0.031181264901533723
2,1,adjoint,7,iris,torch-cpu,2,QuSim-Sed,1,0.49215917395228437,0.03183727408759296
2,1,adjoint,7,iris,torch-cpu,2,QuSim-Sed,2,0.49215917395228437,0.03159236581996083
